School,Author,Title,Dynasty,Content,School_e,Author_e,Title_e,Content_e
山水田园,王维,戏题盘石,唐,可怜盘石临泉水，复有垂杨拂酒杯。若道春风不解意，何因吹送落花来。,Landscape and pastoral,Wang Wei,drama theme plate stone,"The poor rock is near the spring water, and there is a hanging willow brushing the wine cup. If you don't understand the spring breeze, why is it blowing the fallen flowers."
山水田园,王维,戏题辋川别业,唐,柳条拂地不须折，松树披云从更长。藤花欲暗藏猱子，柏叶初齐养麝香。,Landscape and pastoral,Wang Wei,Wangchuan Bieye,"The willow does not need to be broken when it brushes the ground, and the pine tree is longer than the clouds. The vine flowers want to hide the scorpions, and the cypress leaves gather together to raise musk."
山水田园,王维,杂诗三首 其一,唐,家住孟津河，门对孟津口。常有江南船，寄书家中否。,Landscape and pastoral,Wang Wei,one of three miscellaneous poems,"I live in Mengjinhe, and the door is opposite to Mengjinkou. There are often boats in the south of the Yangtze River, whether to send books to the home."
山水田园,王维,杂诗三首 其二,唐,君自故乡来，应知故乡事。来日绮窗前，寒梅着花未。,Landscape and pastoral,Wang Wei,The second of three miscellaneous poems,"You come from your hometown, you should know the things of your hometown. In front of the Qi window in the future, the plum blossoms are not yet in bloom."
山水田园,王维,杂诗三首 其三,唐,已见寒梅发，复闻啼鸟声。心心视春草，畏向阶前生。,Landscape and pastoral,Wang Wei,Three out of three miscellaneous poems,"I have seen cold plum hair, and heard the sound of birds singing again. Looking at the spring grass in my heart, I am afraid of the previous life."
山水田园,王维,红牡丹,唐,绿艳闲且静，红衣浅复深。花心愁欲断，春色岂知心。,Landscape and pastoral,Wang Wei,red peony,"The green is bright and quiet, and the red clothes are light and deep. The heart of the flower is sad, but the spring scenery does not know the heart."
山水田园,王维,齐州送祖二,唐,送君南浦泪如丝，君向东州使我悲。为报故人憔悴尽，如今不似洛阳时。,Landscape and pastoral,Wang Wei,Qizhou sends Zu Er,"Send Jun Nanpu tears like silk, Jun Xiang Dongzhou makes me sad. In order to repay the old man, I am haggard, and now it is not like Luoyang."
山水田园,王维,别辋川别业,唐,依迟动车马，惆怅出松萝。忍别青山去，其如绿水何。,Landscape and pastoral,Wang Wei,Biewangchuan Bieye,"Yichi moved the chariots and horses, melancholy came out of the pineapple. Don't bear to go to the green hills, it's like green water."
山水田园,王维,灵云池送从弟,唐,金杯缓酌清歌转，画舸轻移艳舞回。自叹鹡鸰临水别，不同鸿雁向池来。,Landscape and pastoral,Wang Wei,Lingyun pool sent to my younger brother,"The golden cup slowly drinks and sings, and the painting moves lightly and dances back. Sighing that the wagtail is farewell to the water, unlike the swan geese coming to the pool."
山水田园,王维,皇甫岳云溪杂题五首 鸟鸣涧,唐,人闲桂花落，夜静春山空。月出惊山鸟，时鸣春涧中。,Landscape and pastoral,Wang Wei,Huangfu Yue Yunxi Miscellaneous Topics Five Songs of Birds,"The sweet-scented osmanthus falls when people are idle, and the night is quiet and the spring mountains are empty. When the moon rises, the mountain birds startle, and when they sing in the spring stream."
山水田园,王维,皇甫岳云溪杂题五首 莲花坞,唐,日日采莲去，洲长多暮归。弄篙莫溅水，畏湿红莲衣。,Landscape and pastoral,Wang Wei,Huangfu Yueyunxi Miscellaneous Five Poems on Lianhuawu,"Every day I go to pick lotus, and the head of the continent returns at dusk. Don't splash the water when you are using the pole, for fear of getting wet on the red lotus clothes."
山水田园,王维,皇甫岳云溪杂题五首 萍池,唐,春池深且广，会待轻舟回。靡靡绿萍合，垂杨埽复开。,Landscape and pastoral,Wang Wei,Huangfu Yue Yunxi Miscellaneous Topic Five Poems Pingchi,"The spring pool is deep and wide, waiting for the light boat to return. The extravagant green duckweeds are closed, and the weeping poplars are reopened."
山水田园,王维,相思,唐,红豆生南国，秋来发故枝。愿君多采撷，此物最相思。,Landscape and pastoral,Wang Wei,Acacia,"Red beans grow in the southern country, and autumn comes to send out old branches. May you pick more, this thing is the most lovesick."
山水田园,王维,送王尊师归蜀中拜埽,唐,大罗天上神仙客，濯锦江头花柳春。不为碧鸡称使者，唯令白鹤报乡人。,Landscape and pastoral,Wang Wei,Sending Master Wang Zun back to Shuzhong to worship the Xun,"Daluo is a fairy guest in the sky, and Liuchun is the head flower of Zhuojin River. Don't call Biji the envoy, but let the white crane report to the villagers."
山水田园,王维,送韦评事,唐,欲逐将军取右贤，沙场走马向居延。遥知汉使萧关外，愁见孤城落日边。,Landscape and pastoral,Wang Wei,Send Wei to comment,"Wanting to chase the general and take the right sage, he went to Juyan on the battlefield. Knowing that outside Xiaoguan, the envoy of the Han Dynasty, I worry about seeing the lonely city at the sunset."
山水田园,王维,送别,唐,山中相送罢，日暮掩柴扉。春草明年绿，王孙归不归。,Landscape and pastoral,Wang Wei,farewell,"Send each other off in the mountains, and the sun will cover the firewood. The spring grass will be green next year, and the king and grandson will not return."
山水田园,王维,送沈子归江东,唐,杨柳渡头行客稀，罟师荡桨向临圻。唯有相思似春色，江南江北送君归。,Landscape and pastoral,Wang Wei,Send Shenzi back to Jiangdong,"There are few tourists at Yangliu Ferry, Master Ku rowed his oars towards Linqi. Only lovesickness is like spring scenery, Jiangnan and Jiangbei send you back."
山水田园,王维,送殷四葬,唐,送君返葬石楼山，松柏苍苍宾驭还。埋骨白云长已矣，空馀流水向人间。,Landscape and pastoral,Wang Wei,Send Yin Sibu,"Send you back to Shilou Mountain for burial, and return the pines and cypresses to the Cang Cang Bin. The white clouds buried in the bones are long gone, and the remaining water flows to the world."
山水田园,王维,凉州赛神,唐,凉州城外少行人，百尺峰头望虏尘。健儿击鼓吹羌笛，共赛城东越骑神。,Landscape and pastoral,Wang Wei,Liangzhou Saishen,"There are few pedestrians outside Liangzhou City, and the Baichi Peak looks at Luchen. Athletes beat the drums and play the Qiang flute, and they competed together in the city of Dongyue to ride the gods."
山水田园,王维,戏嘲史寰,唐,清风细雨湿梅花，骤马先过碧玉家。正值楚王宫里至，门前初下七香车。,Landscape and pastoral,Wang Wei,mock Shi Huan,"The plum blossoms are wet by the breeze and drizzle, and suddenly the horse passes Biyu's house first. Just when the King of Chu arrived at the palace, Qixiang chariot got off in front of the gate."
山水田园,王维,哭孟浩然,唐,故人不可见，汉水日东流。借问襄阳老，江山空蔡州。,Landscape and pastoral,Wang Wei,Meng Haoran,"The enemy is invisible, and the Han River is flowing eastward. May I ask the old man in Xiangyang, the country is empty in Caizhou."
山水田园,王维,息夫人,唐,莫以今时宠，能忘旧日恩。看花满眼泪，不共楚王言。,Landscape and pastoral,Wang Wei,Mrs. Xi,Don't forget the old kindness by favoring the present. Seeing the flowers full of tears does not share the words of the king of Chu.
山水田园,王维,班婕妤三首 其一,唐,玉窗萤影度，金殿人声绝。秋夜守罗帷，孤灯耿不灭。,Landscape and pastoral,Wang Wei,Ban Jieyu one of three,"The jade window is full of fireflies, and the Golden Palace is full of voices. Autumn night guarding the curtains, the lonely lamp never goes out."
山水田园,王维,班婕妤三首 其二,唐,宫殿生秋草，君王恩幸疏。那堪闻凤吹，门外度金舆。,Landscape and pastoral,Wang Wei,Ban Jieyu is the second of three,"Autumn grass grows in the palace, and the king's favor is sparse. That can hear the phoenix blowing, and the golden jade is outside the door."
山水田园,王维,班婕妤三首 其三,唐,怪来妆阁闭，朝下不相迎。总向春园里，花间笑语声。,Landscape and pastoral,Wang Wei,Ban Jieyu Three of Three,"It's strange that the make-up pavilion is closed, and the face down does not welcome each other. Always in the spring garden, there is laughter among the flowers."
山水田园,王维,崔九弟欲往南山马上口号与别,唐,城隅一分手，几日还相见。山中有桂花，莫待花如霰。,Landscape and pastoral,Wang Wei,Cui Jiudi wanted to go to Nanshan and immediately said goodbye,"Cheng Yu broke up and met again in a few days. There are sweet-scented osmanthus in the mountains, don't wait for the flowers to be like sleet."
山水田园,王维,菩提寺禁口号又示裴迪,唐,安得舍罗网，拂衣辞世喧。悠然策藜杖，归向桃花源。,Landscape and pastoral,Wang Wei,The banned slogan of Bodhi Temple also shows Pei Di,"Andersa snatched the net, brushed his clothes and passed away. Leisurely push the goosebump stick, and return to the peach blossom garden."
山水田园,王维,菩提寺禁裴迪来相看说逆贼等凝碧池上作音乐供奉人等举声便一时泪下私成口号诵示裴迪,唐,万户伤心生野烟，百僚何日更朝天。秋槐叶落空宫里，凝碧池头奏管弦。,Landscape and pastoral,Wang Wei,"The Bodhi Temple bans Pei Di from coming to see him, saying that the rebels are waiting to make music on Ningbi Pond.","Tens of thousands of households are sad and smoke wild, and when will all the bureaucrats be more up to the sky. The leaves of autumn locust trees fall into the empty palace, and Ningbichi plays the orchestra."
山水田园,王维,寒食汜上作,唐,广武城边逢暮春，汶阳归客泪沾巾。落花寂寂啼山鸟，杨柳青青渡水人。,Landscape and pastoral,Wang Wei,cold food,"In late spring at the edge of Guangwu city, returnees from Wenyang stained their towels with tears. The fallen flowers are silent and the mountain birds are singing, and the willows are green and the people crossing the water."
山水田园,王维,渭城曲,唐,渭城朝雨浥轻尘，客舍青青杨柳春。劝君更尽一杯酒，西出阳关无故人。,Landscape and pastoral,Wang Wei,Weicheng Song,"The morning rain in Weicheng is light and the dust is light, and the guest house is green and willow spring. Advise you to drink more wine, go west to Yangguan without acquaintance."
山水田园,王维,辋川集 文杏馆,唐,文杏裁为梁，香茅结为宇。不知栋里云，去作人间雨。,Landscape and pastoral,Wang Wei,Wangchuan Jiwen Xingguan,"Wen Xing was cut into Liang, and Lemongrass was married into Yu. I don't know the clouds in the building, go to make rain in the world."
山水田园,王维,辋川集 斤竹岭,唐,檀栾映空曲，青翠漾涟漪。暗入商山路，樵人不可知。,Landscape and pastoral,Wang Wei,Wangchuan Jijin Bamboo Ridge,"The sandalwood reflects the empty song, and the greenery ripples. Entering Shangshan Road secretly, the woodcutter does not know."
山水田园,王维,辋川集 木兰柴,唐,秋山敛馀照，飞鸟逐前侣。彩翠时分明，夕岚无处所。,Landscape and pastoral,Wang Wei,Wangchuan Ji Mulan Chai,"The autumn mountains collect the remaining photos, and the birds chase the former couple. It is clear when the color is emerald, and there is no place for Xi Lan."
山水田园,王维,辋川集 北垞,唐,北垞湖水北，杂树映朱阑。逶迤南川水，明灭青林端。,Landscape and pastoral,Wang Wei,Wangchuan Ji Beilong,"In the north of Beilong Lake, miscellaneous trees reflect Zhulan. The meandering Nanchuan water, bright and dark green forest end."
山水田园,王维,辋川集 竹里馆,唐,独坐幽篁里，弹琴复长啸。深林人不知，明月来相照。,Landscape and pastoral,Wang Wei,Wangchuan Jizhuli Pavilion,"Sitting alone in the secluded huang, playing the piano and whistling again. People in the deep forest don't know, but the bright moon comes to shine."
山水田园,王维,辋川集 辛夷坞,唐,木末芙蓉花，山中发红萼。涧户寂无人，纷纷开且落。,Landscape and pastoral,Wang Wei,Wangchuanji Xinyiwu,"Hibiscus flowers at the end of the tree, red calyx in the mountains. There is no one in Jianhu, and they bloom and fall one after another."
山水田园,王维,辋川集 临湖亭,唐,轻舸迎上客，悠悠湖上来。当轩对尊酒，四面芙蓉开。,Landscape and pastoral,Wang Wei,Wangchuan Collection Linhu Pavilion,"The light boat greets the guests, and the lake comes up leisurely. Dangxuan faced the wine, surrounded by hibiscus."
山水田园,孟浩然,北涧泛舟,唐,北涧流恒满，浮舟触处通。沿洄自有趣，何必五湖中。,Landscape and pastoral,Meng Haoran,North stream rafting,"The stream in the north stream is always full, and the floating boat touches everywhere. It's interesting along the whirl, why bother in the five lakes."
山水田园,孟浩然,同张将蓟门观灯,唐,异俗非乡俗，新年改故年。蓟门看火树，疑是烛龙然。,Landscape and pastoral,Meng Haoran,Watching Lanterns at Jimen with Zhang Jiang,"Foreign customs are not local customs, and the new year is changed to the old year. Jimen looked at the fire tree and suspected it was Zhu Longran."
山水田园,孟浩然,同储十二洛阳道中作,唐,珠弹繁华子，金羁游侠人。酒酣白日暮，走马入红尘。,Landscape and pastoral,Meng Haoran,Worked in the middle of Luoyang Road in the same reserve,"Pearl bomb bustling child, Jinji ranger man. The wine is full of wine, and the sun is setting, and the horse is in the world of mortals."
山水田园,孟浩然,戏题,唐,客醉眠未起，主人呼解酲。已言鸡黍熟，复道瓮头清。,Landscape and pastoral,Meng Haoran,Drama topic,"The guest is drunk and sleepy, and the host calls for relief. It has been said that the chicken and millet are cooked, and the Taoist urn is clear."
山水田园,孟浩然,扬子津望京口,唐,北固临京口，夷山近海滨。江风白浪起，愁杀渡头人。,Landscape and pastoral,Meng Haoran,Yangzijin Wangjingkou,"Beigu is close to Jingkou, and Yishan is close to the seashore. When the wind and white waves rise on the river, I worry about killing the people at the ferry."
山水田园,孟浩然,问舟子,唐,向夕问舟子，前程复几多。湾头正堪泊，淮里足风波。,Landscape and pastoral,Meng Haoran,Ask Zhouzi,"Xiang Xi asked Zhou Zi how much he will have in the future. The head of the bay is just a moor, and the Huai River is full of storms."
山水田园,孟浩然,初下浙江舟中口号,唐,八月观潮罢，三江越海浔。回瞻魏阙路，空复子牟心。,Landscape and pastoral,Meng Haoran,"Slogan for the first time in Zhouzhong, Zhejiang","After watching the tide in August, the three rivers cross the sea. Looking back at Wei Que Road, Kong Fuzi Mou Xin."
山水田园,孟浩然,初秋,唐,不觉初秋夜渐长，清风习习重凄凉。炎炎暑退茅斋静，阶下丛莎有露光。,Landscape and pastoral,Meng Haoran,early autumn,"Unconsciously, the nights in early autumn are getting longer, and the breeze is heavy and desolate. In the scorching summer, Mao Zhai is quiet, and Cong Sha is exposed under the steps."
山水田园,孟浩然,张郎中梅园中,唐,绮席铺兰杜，珠盘折芰荷。故园留不住，应是恋弦歌。,Landscape and pastoral,Meng Haoran,Zhang Langzhong Plum Garden,"Landu is spread on the Qixi mat, and the lotus is folded on the bead plate. The hometown can't be kept, it should be a love string song."
山水田园,孟浩然,春晓,唐,春眠不觉晓，处处闻啼鸟。夜来风雨声，花落知多少。,Landscape and pastoral,Meng Haoran,spring dawn,"I don't feel dawn when I sleep in spring, and I hear birds singing everywhere. The night comes wind and rain, Whispering Colour."
山水田园,孟浩然,洛中访袁拾遗不遇,唐,洛阳访才子，江岭作流人。闻说梅花早，何如北地春。,Landscape and pastoral,Meng Haoran,Luozhong visits Yuan to pick up lost things but fails to meet,"Luoyang visits gifted scholars, while Jiangling is an exile. It is said that the plum blossoms are early, how is it like the spring in the north."
山水田园,孟浩然,送友人之京,唐,君登青云去，予望青山归。云山从此别，泪湿薜萝衣。,Landscape and pastoral,Meng Haoran,Send friends to Beijing,"You go to Qingyun, and look forward to returning to Qingshan. Farewell to Yunshan from now on, and the clothes of Xueluo are wet with tears."
山水田园,孟浩然,送朱大入秦,唐,游人武陵去，宝剑直千金。分手脱相赠，平生一片心。,Landscape and pastoral,Meng Haoran,Send Zhu Da into Qin,"When tourists go to Wuling, the sword is as straight as a thousand pieces of gold. Break up and take off and give each other a gift, and a lifetime of one heart."
山水田园,孟浩然,送张郎中迁京,唐,碧溪常共赏，朱邸忽迁荣。豫有相思意，闻君琴上声。,Landscape and pastoral,Meng Haoran,Send Doctor Zhang to Beijing,"Bixi often rewards together, but Zhu's mansion suddenly moves to glory. Yu has a lovesickness, and hears the sound of Junqin."
山水田园,孟浩然,送杜十四之江南,唐,荆吴相接水为乡，君去春江正淼茫。日暮征帆何处泊，天涯一望断人肠。,Landscape and pastoral,Meng Haoran,Sending Du Shishi to Jiangnan,"Jing and Wu are connected by water as their hometown, and when you go to Chunjiang, the river is just vast. Where to park the sails at sunset, a glance at the end of the world breaks one's heart."
山水田园,孟浩然,送新安张少府归秦中,唐,试登秦岭望秦川，遥忆青门春可怜。仲月送君从此去，瓜时须及邵平田。,Landscape and pastoral,Meng Haoran,Send Xin'an Zhang Shaofu back to Qinzhong,"Trying to climb the Qinling Mountains to look at Qinchuan, recalling the pity of Qingmenchun. Zhongyue will send you off from now on, and Shao Pingtian will be there in melon time."
山水田园,孟浩然,凉州词 其一,唐,浑成紫檀金屑文，作得琵琶声入云。胡地迢迢三万里，那堪马上送明君。,Landscape and pastoral,Meng Haoran,Liangzhou Poetry No. 1,"It is muddy into red sandalwood and golden scraps, and the sound of pipa can be heard in the clouds. Hudi is 30,000 miles away, and Nakan will send Mingjun immediately."
山水田园,孟浩然,凉州词 其二,唐,异方之乐令人悲，羌笛胡笳不用吹。坐看今夜关山月，思杀边城游侠儿。,Landscape and pastoral,Meng Haoran,Liangzhou Ci No. 2,"The joy of a foreign party makes people sad, and there is no need to play the Qiang flute and Hujia. Sitting and watching Guan Shanyue tonight, I want to kill the ranger in the border town."
山水田园,孟浩然,宿建德江,唐,移舟泊烟渚，日暮客愁新。野旷天低树，江清月近人。,Landscape and pastoral,Meng Haoran,Su Jiandejiang,"Move the boat to the Yanzhu, and the guests worry about the new at sunset. In the open sky and low trees, Jiang Qingyue is close to people."
山水田园,孟浩然,渡浙江问舟中人,唐,潮落江平未有风，扁舟共济与君同。时时引领望天末，何处青山是越中。,Landscape and pastoral,Meng Haoran,Crossing Zhejiang to ask the people in the boat,"When the tide falls and the river is flat, there is no wind, and the boats help each other with the king. Always lead to look at the end of the sky, where the green hills are Yuezhong."
山水田园,孟浩然,登岘山亭寄晋陵张少府,唐,岘首风湍急，云帆若鸟飞。凭轩试一问，张翰欲来归。,Landscape and pastoral,Meng Haoran,Ascend Xianshan Pavilion and send to Jinling Zhang Shaofu,"The wind in Xianshou is swift, and the clouds and sails are like birds flying. Ping Xuan tried to ask, Zhang Han wanted to come back."
山水田园,孟浩然,醉后赠马四,唐,四海重然诺，吾尝闻白眉。秦城游侠客，相得半酣时。,Landscape and pastoral,Meng Haoran,Drunken gift horse four,"The four seas are full of promises, and I have heard about the white eyebrows. The knight-errants in Qincheng met each other halfway."
山水田园,孟浩然,赠王九,唐,日暮田家远，山中勿久淹。归人须早去，稚子望陶潜。,Landscape and pastoral,Meng Haoran,To Wang Jiu,"At sunset, the fields are far away, and the mountains should not be flooded for a long time. Returning people must go early, and young children look at Tao Qian."
山水田园,孟浩然,檀溪寻故人,唐,花伴成龙竹，池分跃马溪。田园人不见，疑向洞中栖。,Landscape and pastoral,Meng Haoran,Tanxi looking for old friends,"The flowers are accompanied by Jackie Chan and the bamboo, and the pool is divided into Yuemaxi. The pastoral people were gone, and they suspected to live in the cave."
山水田园,孟浩然,九日龙沙作寄刘大慎虚,唐,龙沙豫章北，九日挂帆过。风俗因时见，湖山发兴多。客中谁送酒，棹里自成歌。歌竟乘流去，滔滔任夕波。,Landscape and pastoral,Meng Haoran,Nine Days Longsha wrote a letter to Liu Dashenxu,"To the north of Yuzhang in Longsha, the sails passed on the ninth day. Customs vary with time, and lakes and mountains flourish. Whoever brings the wine among the guests will form a song in the oar. The song actually rides the stream, and the torrential Ren Xibo."
山水田园,孟浩然,九日怀襄阳,唐,去国似如昨，倏然经杪秋。岘山不可见，风景令人愁。谁采篱下菊，应闲池上楼。宜城多美酒，归与葛彊游。,Landscape and pastoral,Meng Haoran,Nine Days in Xiangyang,"Going to the country seems like yesterday, and it suddenly passes through the end of autumn. Xianshan is not visible, and the scenery is worrying. Whoever picks chrysanthemums under the fence should go upstairs in the pool. There are so many fine wines in Yicheng, and they belong to Ge Qiangyou."
山水田园,孟浩然,九日得新字,唐,初九未成旬，重阳即此晨。登高闻古事，载酒访幽人。落帽恣欢饮，授衣同试新。茱萸正可佩，折取寄情亲。,Landscape and pastoral,Meng Haoran,new words in nine days,"The ninth day of the ninth day is not yet ten days old, and the Chongyang Festival is the morning. Climbing high to hear ancient things, carrying wine to visit Youren. Drop your hat and drink happily, and give clothes to try new ones. Cornus officinalis is admirable, and it is folded to send love to relatives."
山水田园,孟浩然,人日登南阳驿门亭子怀汉川诸友,唐,朝来登陟处，不似艳阳时。异县殊风物，羁怀多所思。剪花惊岁早，看柳讶春迟。未有南飞雁，裁书欲寄谁。,Landscape and pastoral,Meng Haoran,Renri climbed to the Nanyang post gate pavilion to cherish the friends of Hanchuan,"When the dynasty comes to Dengzhi, it is not like when the sun is shining. Different counties have special scenery, and I have a lot of thoughts. Cutting flowers is surprising early, watching willows is surprising that spring is late. If there are no geese flying south, who do you want to send the book to?"
山水田园,孟浩然,万山潭作,唐,垂钓坐盘石，水清心亦闲。鱼行潭树下，猿挂岛藤间。游女昔解佩，传闻于此山。求之不可得，沿月棹歌还。,Landscape and pastoral,Meng Haoran,Wanshan Tanzuo,"Sitting on a rock for fishing, the water is clear and the heart is free. Under the tree in Yuxingtan, the ape hangs on the island and among the rattans. It is rumored that Younv untied her adornment in the past on this mountain. If you can't get it, you can return it with a song along the moon."
山水田园,孟浩然,上巳洛中寄王九迥,唐,卜洛成周地，浮杯上巳筵。斗鸡寒食下，走马射堂前。垂柳金堤合，平沙翠幕连。不知王逸少，何处会群贤。,Landscape and pastoral,Meng Haoran,Shangsiluo Zhongji Wang Jiujiong,"Bo Luocheng Zhoudi, floating cups on the feast. Under the cold food of the fighting cock, walk around and shoot in front of the hall. Weeping willows and golden dikes are combined, and flat sand and emerald curtains are connected. I don't know where Wang Yishao will meet the sages."
山水田园,孟浩然,与王昌龄宴王道士房,唐,归来卧青山，常梦游清都。漆园有傲吏，惠好在招呼。书幌神仙箓，画屏山海图。酌霞复对此，宛似入蓬壶。,Landscape and pastoral,Meng Haoran,Banquet with Wang Changling in the Taoist Room,"Returning to lie on the green hills, I often sleep in Qingdu. There are proud officials in Qiyuan, and Huihao is greeting them. The book covers the fairy talisman, and the picture of mountains and seas is painted on the screen. Zhuo Xiafu responded to this, just like entering a Penghu."
山水田园,孟浩然,与白明府游江,唐,故人来自远，邑宰复初临。执手恨为别，同舟无异心。沿洄洲渚趣，演漾弦歌音。谁识躬耕者，年年梁甫吟。,Landscape and pastoral,Meng Haoran,Touring the River with Baiming Mansion,"The old man came from far away, and the governor came back for the first time. Hold hands and hate for parting, same boat is no different. Along Huizhou Zhuqu, perform Yangxian singing. Who knows who is dedicated to farming, Liang Fu sings every year."
山水田园,孟浩然,与张折冲游耆阇寺,唐,释子弥天秀，将军武库才。横行塞北尽，独步汉南来。贝叶传金口，山楼作赋开。因君振嘉藻，江楚气雄哉。,Landscape and pastoral,Meng Haoran,Touring Qija Temple with Zhang Zhechong,"Shi Zimi Tianxiu, the general's arsenal. Travel across the northern part of the Great Wall, and come alone from the south of the Han Dynasty. Bayeux was passed on to Jinkou, and the mountain tower was opened as a fu. Because of Jun Zhenjiazao, Jiang Chu is majestic."
山水田园,孟浩然,与杭州薛司户登樟亭楼作,唐,水楼一登眺，半出青林高。帟幕英僚敞，芳筵下客叨。山藏伯禹穴，城压伍胥涛。今日观溟涨，垂纶学钓鳌。,Landscape and pastoral,Meng Haoran,Worked with Hangzhou Xue Sihu on the Zhangting Tower,"As soon as the water tower is climbed, it is half out of the green forest. The screen is open to the heroes and officials, and the guests are chatting at the banquet. Boyu Cave is hidden in the mountain, and Wu Xutao is suppressed by the city. Today, you can watch the sea rise, and learn how to fish for fish when fishing."
山水田园,孟浩然,与诸子登岘山,唐,人事有代谢，往来成古今。江山留胜迹，我辈复登临。水落鱼梁浅，天寒梦泽深。羊公碑字在，读罢泪沾襟。,Landscape and pastoral,Meng Haoran,Climbing Xianshan Mountain with the disciples,"Personnel and affairs are metabolized, and exchanges become ancient and modern. There are scenic spots in the mountains and rivers, and my generation will come again. The water falling into the fish beam is shallow, and the sky is cold and the dream is deep. The inscription on the Yanggong stele is there, and tears are stained after reading it."
山水田园,孟浩然,与颜钱塘登障楼望潮作,唐,百里闻雷震，鸣弦暂辍弹。府中连骑出，江上待潮观。照日秋云迥，浮天渤澥宽。惊涛来似雪，一坐凛生寒。,Landscape and pastoral,Meng Haoran,Work with Yan Qiantang Dengzhan Building to Watch the Tide,"Baili heard the thunder, and stopped playing the strings for a while. Riding out of Fuzhong, waiting for the tide on the river. According to the sun and autumn clouds, the floating sky is wide. The turbulent waves come like snow, and it is chilly to sit on."
